tweet_text,senti-score,senti-type,all_hashtags,favorite_count,retweet_count,created_at,username,followers_count,location
#biodiversity via NodeXL https://t.co/nvc64Up7h0 @ecology_tweets @ipbes @jane__eden @unbiodiversity @inaturalist @globalgovforum @fao @kissfoundation @wef @eco1start  Top hashtags: #biodiversity #climatechange #nature #pandemicsreport #pandemics #conservation #wildlife /,0.0,neutral,"[{'text': 'biodiversity', 'indices': [0, 13]}, {'text': 'biodiversity', 'indices': [181, 194]}, {'text': 'climatechange', 'indices': [195, 209]}, {'text': 'nature', 'indices': [210, 217]}, {'text': 'pandemicsreport', 'indices': [218, 234]}, {'text': 'pandemics', 'indices': [235, 245]}, {'text': 'conservation', 'indices': [246, 259]}, {'text': 'wildlife', 'indices': [260, 269]}]",3,0,2020-11-08 20:26:45,mihkal,905,"Tampere, Finland"
CLIMATE CHANGE  I am flying over lands The forests cry to me Begging to be free Is the mountain range Yelling Climate Change  By Deborah Adoptante #ClimateChange #GlobalWarming #SundaySelfie #DeborahAdoptanteArt #DeborahAdoptante ©️08Nov2020 https://t.co/Yr2aJEf5e8,0.41919000000000006,neutral,"[{'text': 'ClimateChange', 'indices': [147, 161]}, {'text': 'GlobalWarming', 'indices': [162, 176]}, {'text': 'SundaySelfie', 'indices': [177, 190]}, {'text': 'DeborahAdoptanteArt', 'indices': [191, 211]}, {'text': 'DeborahAdoptante', 'indices': [212, 229]}]",1,0,2020-11-08 20:25:58,DeboraAdoptante,38,Light of the Starry Libra Moon
Thank you @mwt2008. This one...?  Weak sustainability vs. Strong sustainability: which is better? By Asitha Jayawardena  https://t.co/4O6naQX6OQ  #climatechange #Sustainability #CSR,-0.03674000000000001,neutral,"[{'text': 'climatechange', 'indices': [146, 160]}, {'text': 'Sustainability', 'indices': [161, 176]}, {'text': 'CSR', 'indices': [177, 181]}]",0,0,2020-11-08 20:24:22,sustainableuni1,2836,"London, England"
"“The world is aware, we cannot ignore what everyone has seen.” “Heresy!”  Sound familiar? Sound eerily like certain voices denying the dangers of #COVID19 and #climatechange?  #HisDarkMaterials https://t.co/ZDoMjCEnN4",0.54768,positive,"[{'text': 'COVID19', 'indices': [146, 154]}, {'text': 'climatechange', 'indices': [159, 173]}, {'text': 'HisDarkMaterials', 'indices': [176, 193]}]",3,2,2020-11-08 20:23:52,hirundonova,1274,
"@LSEpoliticsblog @RafaelValim7 Not only that. Property right, a weapon of mass destruction. #climatechange  https://t.co/eJ69pOwRnz",-0.27259,negative,"[{'text': 'climatechange', 'indices': [92, 106]}]",0,0,2020-11-08 20:21:12,FabioORibeiro,1025,Osasco
Long past time for a #MurdochFreeWorld #climatechange https://t.co/0Mv0ZQypWf,-0.09835999999999999,neutral,"[{'text': 'MurdochFreeWorld', 'indices': [21, 38]}, {'text': 'climatechange', 'indices': [39, 53]}]",1,3,2020-11-08 20:21:06,tisy47,9918,Australia
"@guardian article notes that ""Private jets emit about 20 times more carbon dioxide per passenger mile than commercial flights, according to industry data."" No doubt, #climatechange has undermined livelihoods of many risking their lives to reach the Canary Islands, @flyingless",0.6525200000000001,positive,"[{'text': 'climatechange', 'indices': [166, 180]}]",3,0,2020-11-08 20:20:50,jonevins1,455,"Tarrytown, NY"
What are your thoughts on #Biden’s #climatechange plan? Do you think this new administration will be aggressive enough? Will #climateadaptation be prioritized? Will #environmentaljustice be at the center of it all? #ENVIR490 https://t.co/RNnew73Y4e,0.9773799999999999,positive,"[{'text': 'Biden', 'indices': [26, 32]}, {'text': 'climatechange', 'indices': [35, 49]}, {'text': 'climateadaptation', 'indices': [125, 143]}, {'text': 'environmentaljustice', 'indices': [165, 186]}, {'text': 'ENVIR490', 'indices': [215, 224]}]",2,1,2020-11-08 20:19:00,angielai21,34,
CLIMATE CHANGE  I am flying over lands The forests cry to me Begging to be free Is the mountain range Yelling Climate Change  By Deborah Adoptante #ClimateChange #GlobalWarming #SundaySelfie #DeborahAdoptanteArt #DeborahAdoptante ©️08Nov2020 https://t.co/7lwXR3q2Gn,0.41919000000000006,neutral,"[{'text': 'ClimateChange', 'indices': [147, 161]}, {'text': 'GlobalWarming', 'indices': [162, 176]}, {'text': 'SundaySelfie', 'indices': [177, 190]}, {'text': 'DeborahAdoptanteArt', 'indices': [191, 211]}, {'text': 'DeborahAdoptante', 'indices': [212, 229]}]",1,1,2020-11-08 20:18:51,AdoptanteL,6,
"“We can’t reach our goals without addressing our food system,” says Kristin Bash, who leads the food group at the University of Sheffield's Faculty of Public Health.  #climateAction #climateChange #meatTax #environment  https://t.co/e7fM22oac8",1.92482,positive,"[{'text': 'climateAction', 'indices': [167, 181]}, {'text': 'climateChange', 'indices': [182, 196]}, {'text': 'meatTax', 'indices': [197, 205]}, {'text': 'environment', 'indices': [206, 218]}]",0,0,2020-11-08 20:15:03,carbonbaseco,62,Hong Kong + World
This. https://t.co/HPohD7VTXU  #climatechange #BidenHarris2020,0.0,neutral,"[{'text': 'climatechange', 'indices': [31, 45]}, {'text': 'BidenHarris2020', 'indices': [46, 62]}]",1,0,2020-11-08 20:14:50,MelissaRowley,19159,"Here, Now"
@AWalkerSmith7 @bread4theworld @Oikoumene @UN_Women @cctintheusa @nbcusa_inc @ncccusa @AaccCeta @Mvmnt4BlkLives #TogetherWeCan address our most pressing challenges #climatechange #ParisAgreement #JobsforAmericans #RacialJustice #genderequity,0.0,neutral,"[{'text': 'TogetherWeCan', 'indices': [112, 126]}, {'text': 'climatechange', 'indices': [164, 178]}, {'text': 'ParisAgreement', 'indices': [179, 194]}, {'text': 'JobsforAmericans', 'indices': [195, 212]}, {'text': 'RacialJustice', 'indices': [213, 227]}, {'text': 'genderequity', 'indices': [228, 241]}]",1,0,2020-11-08 20:12:10,FWabwire,674,Washington D.C
Each weekend the Labor government ruin the reputation of the once honest and respectable police force. Hilarious #auspol #victorialockdown #COVID19Vic #climatechange #climatehoax https://t.co/P4jNz9JweW,1.33251,positive,"[{'text': 'auspol', 'indices': [113, 120]}, {'text': 'victorialockdown', 'indices': [121, 138]}, {'text': 'COVID19Vic', 'indices': [139, 150]}, {'text': 'climatechange', 'indices': [151, 165]}, {'text': 'climatehoax', 'indices': [166, 178]}]",0,0,2020-11-08 20:11:07,LionTells,67,Melbourne
"Today 1pm. Join us for discussion with @zalisteggall re her new Climate Bill being introduced today. Free, register here - https://t.co/6s7BS7gT14 #auspol #climatechange https://t.co/2h7sPzxkN8",0.25766,neutral,"[{'text': 'auspol', 'indices': [147, 154]}, {'text': 'climatechange', 'indices': [155, 169]}]",10,12,2020-11-08 20:10:15,BenOquist,12699,Canberra
"#USAelection2020 : #JoeBiden  pushes forward with plans for office His team says his priorities are  #coronavirus pandemic, the #economy, #racism and #climatechange  https://t.co/98Py0QfqLB #BreakingNews #MercadoMagico #news #channel #RealNews #noticiero #informador #NewsFlash https://t.co/jfpgtH7qvb",0.0,neutral,"[{'text': 'USAelection2020', 'indices': [0, 16]}, {'text': 'JoeBiden', 'indices': [19, 28]}, {'text': 'coronavirus', 'indices': [101, 113]}, {'text': 'economy', 'indices': [128, 136]}, {'text': 'racism', 'indices': [138, 145]}, {'text': 'climatechange', 'indices': [150, 164]}, {'text': 'BreakingNews', 'indices': [190, 203]}, {'text': 'MercadoMagico', 'indices': [204, 218]}, {'text': 'news', 'indices': [219, 224]}, {'text': 'channel', 'indices': [225, 233]}, {'text': 'RealNews', 'indices': [234, 243]}, {'text': 'noticiero', 'indices': [244, 254]}, {'text': 'informador', 'indices': [255, 266]}, {'text': 'NewsFlash', 'indices': [267, 277]}]",4,5,2020-11-08 20:09:50,mercadomagico,28183, ✈️ Silicon Valley
Love my 1970 veg oil Land Rover 💕 but What A choice comming up Tesla  Cyber Then Bolinger then Rivan then Lord's Town 👏 🙌 👌 👍 END 🛢 Big toxic with our trillions feed us bull shit  F.U.D.     Time truth is coming ☠⛽☠ #ClimateChange #Transport   https://t.co/E1B6Kmjtqf,1.23288,positive,"[{'text': 'ClimateChange', 'indices': [216, 230]}, {'text': 'Transport', 'indices': [231, 241]}]",1,0,2020-11-08 20:09:21,buzz_us,15481,Pembrokeshire Wales UK
Let us not forget what this is all about #climatechange https://t.co/SiTfarsbBd,-0.12503999999999993,neutral,"[{'text': 'climatechange', 'indices': [41, 55]}]",1,1,2020-11-08 20:08:07,RenewEv,64,
"One of the biggest things goals for the new administration is to create a climate change cabinet position. This can ONLY happen with a democrat senate. @Enviro_Voter has ID'd 382,844 Georgians whose priority is #climatechange but may not vote.  https://t.co/ChlCChWrtk",0.8340099999999998,positive,"[{'text': 'climatechange', 'indices': [211, 225]}]",0,0,2020-11-08 20:07:50,CarrieMMedia,144,Los Angeles
Neoen To Build 450 MWh Energy Storage Using Tesla Megapacks https://t.co/1LiiRjy2G1 #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,0.47553,neutral,"[{'text': 'ElectricVehicles', 'indices': [84, 101]}, {'text': 'Tesla', 'indices': [102, 108]}, {'text': 'EV', 'indices': [109, 112]}, {'text': 'Renewables', 'indices': [113, 124]}, {'text': 'ClimateChange', 'indices': [125, 139]}, {'text': 'RenewableEnergy', 'indices': [140, 156]}]",0,0,2020-11-08 20:07:38,Zxcxz_xyz,130,
Can you hear me now? #climatechange #SundayThoughts:  https://t.co/I0nouokyWe via @YaleE360,0.0,neutral,"[{'text': 'climatechange', 'indices': [21, 35]}, {'text': 'SundayThoughts', 'indices': [36, 51]}]",0,0,2020-11-08 20:07:06,MelyanaKlue,301,Planet Earth
Just read a paper proposing intentionally transitioning systems to species better adapted for new/future climate conditions. Ok #ScienceTwitter Looking for pros and cons regarding this approach for conserving non-adaptive species in the face of #climatechange.,2.14795,positive,"[{'text': 'ScienceTwitter', 'indices': [128, 143]}, {'text': 'climatechange', 'indices': [245, 259]}]",1,0,2020-11-08 20:07:02,berry_fishy10,156,"Oxford, OH"
I think @amazon should provide customers with enough information to preventively understand the impact each shipment would have on our environment. GHG emissions are a cost that should be highlighted in transparency. #climatechange #ClimateEmergency,2.25411,positive,"[{'text': 'climatechange', 'indices': [217, 231]}, {'text': 'ClimateEmergency', 'indices': [232, 249]}]",2,1,2020-11-08 20:06:08,erminim77,77,"Toscana, Italia"
"Thank you @ZaliSteggall for showing climate leadership, introducing a bill to parliament today that includes a net zero by 2050 target. With Joe Biden citing #climatechange as a top priority, it’s high time for the Morrison govt to get serious. #auspol https://t.co/JWQZxTeAkY",0.53233,positive,"[{'text': 'climatechange', 'indices': [158, 172]}, {'text': 'auspol', 'indices': [245, 252]}]",72,19,2020-11-08 20:05:46,AusConservation,29490,Australia
Look how quickly @BorisJohnson shifts from talking about future trade with #EU and #USA to talking about #climatechange #ClimateAction The #BrexitReality is too uncomfortable now and he knows it. No #ovenreadydeal ever existed. #Keighley #Ilkley #Haworth #Bradford what a mess 💩 https://t.co/tEr7bfvl0Z,-0.5120800000000001,negative,"[{'text': 'EU', 'indices': [75, 78]}, {'text': 'USA', 'indices': [83, 87]}, {'text': 'climatechange', 'indices': [105, 119]}, {'text': 'ClimateAction', 'indices': [120, 134]}, {'text': 'BrexitReality', 'indices': [139, 153]}, {'text': 'ovenreadydeal', 'indices': [199, 213]}, {'text': 'Keighley', 'indices': [228, 237]}, {'text': 'Ilkley', 'indices': [238, 245]}, {'text': 'Haworth', 'indices': [246, 254]}, {'text': 'Bradford', 'indices': [255, 264]}]",0,0,2020-11-08 20:05:09,Mark87493395,22,Yorkshire and The Humber
"274/N🌟🇺🇳 #Sos_Unicef_Textilion_Child 🐈 🐾 #ClimateChange #ClimateControl #WeatherWarfare  Artificial induced warming is superimposed on natural climate degrees caz upsurge in temp across globe,storm intensity &amp; rainfall rates r projected to rise as climate continues to warm. https://t.co/4LbyQpmUSk",-0.6019499999999999,negative,"[{'text': 'Sos_Unicef_Textilion_Child', 'indices': [9, 36]}, {'text': 'ClimateChange', 'indices': [41, 55]}, {'text': 'ClimateControl', 'indices': [56, 71]}, {'text': 'WeatherWarfare', 'indices': [72, 87]}]",4,1,2020-11-08 20:03:34,UsmanKhanSOS,2546,Jammu And Kashmir
"@SajemaRose @JustVent6 @kayleighmcenany @JoeBiden Inherent for the Leftards. Do as I say, don't do as I do. Most visible in #ClimateChange hysteria (I do believe it is real btw, but can't stand the hypocrisy and double standards)",0.96943,positive,"[{'text': 'ClimateChange', 'indices': [124, 138]}]",1,1,2020-11-08 20:03:32,BlijeBrabo,340,Europe
"Boo hoo, boo hoo... this climate deniers does not like me... just more proof that:  CLIMATE DENIAL IS A LOST CAUSE  #ClimateCrisis #ClimateChange https://t.co/CZmebXL056",0.47316999999999987,neutral,"[{'text': 'ClimateCrisis', 'indices': [116, 130]}, {'text': 'ClimateChange', 'indices': [131, 145]}]",45,12,2020-11-08 20:02:36,GeraldKutney,44756,"Ottawa, Ontario"
The Outer Hebrides: Islands under threat from rising sea levels  The Outer Hebrides: Islands under threat from rising sea levels: The impact of #climatechange is already being felt in the Western Isles of #Scotland. https://t.co/kIvnW8xfWk,-0.16585000000000003,neutral,"[{'text': 'climatechange', 'indices': [144, 158]}, {'text': 'Scotland', 'indices': [205, 214]}]",1,1,2020-11-08 20:02:34,lcby,1640,Above the Maginot Line
"#JoeBiden opposes the movement to #BanFracking, which just proves that his #progressive-sounding rhetoric on #climatechange is phony: you cannot effectively address the #ClimateCrisis while allowing #fracking to continue unabated; the #Resistance to the new administration begins! https://t.co/qV7N1xAr2B",0.6597299999999999,positive,"[{'text': 'JoeBiden', 'indices': [0, 9]}, {'text': 'BanFracking', 'indices': [34, 46]}, {'text': 'progressive', 'indices': [75, 87]}, {'text': 'climatechange', 'indices': [109, 123]}, {'text': 'ClimateCrisis', 'indices': [169, 183]}, {'text': 'fracking', 'indices': [199, 208]}, {'text': 'Resistance', 'indices': [235, 246]}]",3,1,2020-11-08 20:02:32,paulinepark,2008,New York
Did you know washing clothes in cold water can save about 200 lbs of GHGS/year https://t.co/cHuPiW9GvC #climatechange #airking,1.4769999999999999,positive,"[{'text': 'climatechange', 'indices': [103, 117]}, {'text': 'airking', 'indices': [118, 126]}]",1,1,2020-11-08 20:02:00,AKventilation,2438,"West Chester, PA"
"With this unseasonably warm weather the past few days after Biden won the election, it's almost like we are being rewarded. Like even mother nature is celebrating. It's either that or #climatechange. Either way, with #BidenHarris in the White House at least they'll do something.",2.29276,positive,"[{'text': 'climatechange', 'indices': [184, 198]}, {'text': 'BidenHarris', 'indices': [217, 229]}]",1,1,2020-11-08 20:01:56,miketheidealist,2759,"Washington, DC"
This is and will be the weather in #austin #atx ...Its November!!! 😵....#climatechange 😞 https://t.co/wbRlAc2YAb,0.59491,positive,"[{'text': 'austin', 'indices': [35, 42]}, {'text': 'atx', 'indices': [43, 47]}, {'text': 'climatechange', 'indices': [72, 86]}]",2,1,2020-11-08 20:01:56,JustSweetNov,308,"Austin, TX"
"#IndigenousPeoples rights are violated globally, regardless of several international treaties and legislations. It isn’t only the illegal mining and agriculture businesses but as well developments mitigating #ClimateChange such as #HydroPower. Without #FPIC. https://t.co/kRKTD9ogi0",-0.17093999999999995,neutral,"[{'text': 'IndigenousPeoples', 'indices': [0, 18]}, {'text': 'ClimateChange', 'indices': [208, 222]}, {'text': 'HydroPower', 'indices': [231, 242]}, {'text': 'FPIC', 'indices': [252, 257]}]",0,0,2020-11-08 20:01:53,INSPIRIT_NGO,75,Global
@JRubinBlogger .@JoeBiden &amp; .@TheDemocrats will face backlash frm #progressives (as #Obama did led by .@BernieSanders) risking #Dems to lose #House in midterms if #Biden goes too far to appease #Republicans &amp; appears to abandn goals-#climatechange #healthcare #justicereform .@maddow .@maggieNYT,0.21334000000000003,neutral,"[{'text': 'progressives', 'indices': [70, 83]}, {'text': 'Obama', 'indices': [88, 94]}, {'text': 'Dems', 'indices': [131, 136]}, {'text': 'House', 'indices': [145, 151]}, {'text': 'Biden', 'indices': [167, 173]}, {'text': 'Republicans', 'indices': [198, 210]}, {'text': 'climatechange', 'indices': [241, 255]}, {'text': 'healthcare', 'indices': [256, 267]}, {'text': 'justicereform', 'indices': [268, 282]}]",1,0,2020-11-08 20:01:19,KarenBRubin,352,New York
10 years. 10 years to prevent destabilizing of our planet. We've identified the problem. We have the solutions. Let's get to work implementing them! #climatechange #ClimateCrisis #ClimateEmergency #ClimateActionNow   https://t.co/z53owfjFSE,0.62867,positive,"[{'text': 'climatechange', 'indices': [149, 163]}, {'text': 'ClimateCrisis', 'indices': [164, 178]}, {'text': 'ClimateEmergency', 'indices': [179, 196]}, {'text': 'ClimateActionNow', 'indices': [197, 214]}]",2,1,2020-11-08 20:01:01,VerdantGrowth,81,"Osaka, Japan"
The #COP26 #climatechange  summit in #Glasgow is delayed to November 2021 by coronavirus - but campaigners won't wait to organise! @COP26_Coalition From the Ground Up: Global Gathering for Climate Justice is online 12-16 Nov - details &amp; registration here - https://t.co/qjJuBGJYcz,-0.0882300000000001,neutral,"[{'text': 'COP26', 'indices': [4, 10]}, {'text': 'climatechange', 'indices': [11, 25]}, {'text': 'Glasgow', 'indices': [37, 45]}]",0,0,2020-11-08 20:00:55,Alt_Bristol_,7141,"Bristol, UK"
"Malibu After - Woolsey Fire aftermath  - Mary Pritchett (with neighbors Terri Keossaian, Judy Varley, and Carol Ornelas) #malibuafter #woolseyfire #wildfires #climatechange #globalwarming #malibu #californiafires #malibufires #themalibufoundation #canon https://t.co/PDeXB4hSw6 https://t.co/upRMVROLbK",-0.17931,neutral,"[{'text': 'malibuafter', 'indices': [121, 133]}, {'text': 'woolseyfire', 'indices': [134, 146]}, {'text': 'wildfires', 'indices': [147, 157]}, {'text': 'climatechange', 'indices': [158, 172]}, {'text': 'globalwarming', 'indices': [173, 187]}, {'text': 'malibu', 'indices': [188, 195]}, {'text': 'californiafires', 'indices': [196, 212]}, {'text': 'malibufires', 'indices': [213, 225]}, {'text': 'themalibufoundation', 'indices': [226, 246]}, {'text': 'canon', 'indices': [247, 253]}]",3,1,2020-11-08 20:00:25,myerphoto,134,"Los Angeles, CA"
"Post45: #ClimateData from #AbagQi, #China . Follow me for daily updates   #ClimateChange #ClimateEmergency #ClimateAction #ClimateActionNow https://t.co/OKEjegrMyn",0.14054,neutral,"[{'text': 'ClimateData', 'indices': [8, 20]}, {'text': 'AbagQi', 'indices': [26, 33]}, {'text': 'China', 'indices': [35, 41]}, {'text': 'ClimateChange', 'indices': [74, 88]}, {'text': 'ClimateEmergency', 'indices': [89, 106]}, {'text': 'ClimateAction', 'indices': [107, 121]}, {'text': 'ClimateActionNow', 'indices': [122, 139]}]",0,2,2020-11-08 20:00:23,GraphsAndCharts,120,"Beaverton, OR"
The latest FLAPPER PRESS NEWS! https://t.co/5boO9VHpYt Thanks to @babalola_peju @DrHananAshrawi @TimDee4 #climatechange #science,0.72303,positive,"[{'text': 'climatechange', 'indices': [105, 119]}, {'text': 'science', 'indices': [120, 128]}]",0,0,2020-11-08 20:00:19,flapperpress,485,
In case anyone was wondering exactly how Jeff #Bezos was going to be spending (what was) 7% of his net worth on #climatechange... 🌎 🌍 🌏 https://t.co/0vt1FHNzRu https://t.co/QTLSWGrCEM,0.92794,positive,"[{'text': 'Bezos', 'indices': [46, 52]}, {'text': 'climatechange', 'indices': [112, 126]}]",0,0,2020-11-08 20:00:09,3QuotesAu,97,"Sydney, New South Wales"
@NicThorneAuthor #Ghosts #Fairies #Invisibles #Kitsune #Dryders #Squirrels #PsychoKillers #Nymphs #Goddesses #Mermaids and more  https://t.co/XjKFLUcsl9 #Poetry #Horror #ClimateChange ...,0.0,neutral,"[{'text': 'Ghosts', 'indices': [17, 24]}, {'text': 'Fairies', 'indices': [25, 33]}, {'text': 'Invisibles', 'indices': [34, 45]}, {'text': 'Kitsune', 'indices': [46, 54]}, {'text': 'Dryders', 'indices': [55, 63]}, {'text': 'Squirrels', 'indices': [64, 74]}, {'text': 'PsychoKillers', 'indices': [75, 89]}, {'text': 'Nymphs', 'indices': [90, 97]}, {'text': 'Goddesses', 'indices': [98, 108]}, {'text': 'Mermaids', 'indices': [109, 118]}, {'text': 'Poetry', 'indices': [153, 160]}, {'text': 'Horror', 'indices': [161, 168]}, {'text': 'ClimateChange', 'indices': [169, 183]}]",2,1,2020-11-08 19:59:06,AliceLBronte,5469,England
@Skyler9990 @samara___xx @_Ashwatthama_ @TanishqJewelry @AlayaF___ @NimratOfficial @Neenagupta001 @sayanigupta If  every Hindu take a pause for just 2 seconds from breathing it may save enough oxygen to surroundings for other human beings living .....please plant more trees and breathe less it will not effect u  🙏🙏 #climatechange,2.3436,positive,"[{'text': 'climatechange', 'indices': [317, 331]}]",2,0,2020-11-08 19:57:24,kumarsu97200082,31,FiLhAaL In My RoOm
"@justinamash You are delusional man. 🤦🏻‍♂️ In their platform, and in their rhetoric, the @DNC proclaims the dawn of a centrally planned totalitarian state in the name of #SocialJustice and #climatechange. The #BidenEconomicCollapse will be good for no one interested in#liberty.",1.7906099999999998,positive,"[{'text': 'SocialJustice', 'indices': [170, 184]}, {'text': 'climatechange', 'indices': [189, 203]}, {'text': 'BidenEconomicCollapse', 'indices': [209, 231]}]",0,0,2020-11-08 19:56:53,TC1984G,1361,US Submarine Force (ret.)
@EAWrightsBooks #Ghosts #Fairies #Invisibles #Kitsune #Dryders #Squirrels #PsychoKillers #Nymphs #Goddesses #Mermaids and more  https://t.co/XjKFLUcsl9 #Poetry #Horror #ClimateChange ...,0.0,neutral,"[{'text': 'Ghosts', 'indices': [16, 23]}, {'text': 'Fairies', 'indices': [24, 32]}, {'text': 'Invisibles', 'indices': [33, 44]}, {'text': 'Kitsune', 'indices': [45, 53]}, {'text': 'Dryders', 'indices': [54, 62]}, {'text': 'Squirrels', 'indices': [63, 73]}, {'text': 'PsychoKillers', 'indices': [74, 88]}, {'text': 'Nymphs', 'indices': [89, 96]}, {'text': 'Goddesses', 'indices': [97, 107]}, {'text': 'Mermaids', 'indices': [108, 117]}, {'text': 'Poetry', 'indices': [152, 159]}, {'text': 'Horror', 'indices': [160, 167]}, {'text': 'ClimateChange', 'indices': [168, 182]}]",1,0,2020-11-08 19:56:28,AliceLBronte,5469,England
One of the main reasons I’m so happy that Biden won is bc I can go back to focusing on #GlobalGoals #UN #ParisAccord #climatechange #HumanRights @water #Syria knowing that #46 won’t be rage tweeting &amp; there are no nude photos of Jill handcuffed to a briefcase...America is back 👍,0.6321299999999997,positive,"[{'text': 'GlobalGoals', 'indices': [87, 99]}, {'text': 'UN', 'indices': [100, 103]}, {'text': 'ParisAccord', 'indices': [104, 116]}, {'text': 'climatechange', 'indices': [117, 131]}, {'text': 'HumanRights', 'indices': [132, 144]}, {'text': 'Syria', 'indices': [152, 158]}]",2,2,2020-11-08 19:55:23,AIHLIMF,5690,Dallas
"#Wilderness is the gold standard of #conservation. It provides wildlife habitat and corridors, protects watersheds, and stores carbon. Public wildlands are key to mitigating #climatechange. For a healthy environment we NEED wilderness protected by law. @Transition46",2.19312,positive,"[{'text': 'Wilderness', 'indices': [0, 11]}, {'text': 'conservation', 'indices': [36, 49]}, {'text': 'climatechange', 'indices': [174, 188]}]",0,2,2020-11-08 19:54:45,AMWriter,5779,Northwest USA
"Biden doesn't understand cause of phenomenon #Climatechange, SO- He WILL LOSE. COVID was controlled by #FAUCI a  DEM, so it will magically go away. #Systemicracism doesn't exist, Biden will take credit for fixing it.   IF BIDEN's PRES, HE WILL DO NOTHING. https://t.co/PYAQ8bp53u",1.58421,positive,"[{'text': 'Climatechange', 'indices': [45, 59]}, {'text': 'FAUCI', 'indices': [103, 109]}, {'text': 'Systemicracism', 'indices': [148, 163]}]",0,0,2020-11-08 19:54:42,001fatalityrate,1036,
"@nytclimate Climate action was a key agenda item in this election, in a way it’s never been before. Yes, we have a lot of work ahead, but there is progress #ESG #ClimateAction #Sustainability #climatechange #business #leadership #Election2020",0.33901,neutral,"[{'text': 'ESG', 'indices': [156, 160]}, {'text': 'ClimateAction', 'indices': [161, 175]}, {'text': 'Sustainability', 'indices': [176, 191]}, {'text': 'climatechange', 'indices': [192, 206]}, {'text': 'business', 'indices': [207, 216]}, {'text': 'leadership', 'indices': [217, 228]}, {'text': 'Election2020', 'indices': [229, 242]}]",1,0,2020-11-08 19:54:11,KeesaCamille,1325,New York City and The World
Pleased to see the Federal Government will be focused on #ClimateChange mitigation while growing the economy: https://t.co/m0UxgmqrNZ #ClimateHope,1.5026599999999997,positive,"[{'text': 'ClimateChange', 'indices': [57, 71]}, {'text': 'ClimateHope', 'indices': [134, 146]}]",2,0,2020-11-08 19:54:08,Jeff_A_Friedman,3849,"Philadelphia, PA"
We must move quickly and decisively to act on #ClimateChange and work to save coral reefs. https://t.co/Omq8aGzfxQ,1.38354,positive,"[{'text': 'ClimateChange', 'indices': [46, 60]}]",13,3,2020-11-08 19:50:12,DrScottSampson,6011,"Mt. Tam, Coast Miwok Territory"
#climatechange promises will crash into regulatory bureaucracy https://t.co/R1P014JvUO via @politico,-1.01385,negative,"[{'text': 'climatechange', 'indices': [0, 14]}]",1,0,2020-11-08 19:50:04,dhadleygarcia,121,
"Looking to teach children about  the impacts of climate change in an interactive and engaging way? Visit https://t.co/viFsM532RZ for informative activities on climate science, climate actions, plastics &amp; oceans, climate impact in Canada and more! #climatechange #climateaction",2.2960099999999994,positive,"[{'text': 'climatechange', 'indices': [251, 265]}, {'text': 'climateaction', 'indices': [266, 280]}]",2,2,2020-11-08 19:50:02,EcosourceGreen,2727,"Mississauga, Ontario"
"What is the ""moderate"" position on the doing something about the existential problem of #ClimateChange , #GlobalWarming #OceanAcidification #Drought #ExtremeWeather #ClimateMigration #GreenhouseGas in the atmosphere? Rhetoric does not solve problems. Issues only please.",-0.30907999999999997,negative,"[{'text': 'ClimateChange', 'indices': [88, 102]}, {'text': 'GlobalWarming', 'indices': [105, 119]}, {'text': 'OceanAcidification', 'indices': [120, 139]}, {'text': 'Drought', 'indices': [140, 148]}, {'text': 'ExtremeWeather', 'indices': [149, 164]}, {'text': 'ClimateMigration', 'indices': [165, 182]}, {'text': 'GreenhouseGas', 'indices': [183, 197]}]",0,0,2020-11-08 19:49:54,phelanjj2,169,
".#Russia: President Vladimir Putin has signed a decree ordering the Russian government to work towards meeting the 2015 #ParisAgreement to fight #ClimateChange, but disappointed activists by setting a goal they said would allow emissions to rise. https://t.co/zQ4GtJQudt",-0.24209000000000025,neutral,"[{'text': 'Russia', 'indices': [1, 8]}, {'text': 'ParisAgreement', 'indices': [120, 135]}, {'text': 'ClimateChange', 'indices': [145, 159]}]",1,0,2020-11-08 19:49:40,BerimVega,363,Aotearoa
"Toyota’s President Clearly Doesn’t Understand Tesla, Its Mission, Or The Restaurant Industry https://t.co/GlMjEBslMR #Tesla #EV #ClimateChange #Renewables #RenewableEnergy",0.55648,positive,"[{'text': 'Tesla', 'indices': [117, 123]}, {'text': 'EV', 'indices': [124, 127]}, {'text': 'ClimateChange', 'indices': [128, 142]}, {'text': 'Renewables', 'indices': [143, 154]}, {'text': 'RenewableEnergy', 'indices': [155, 171]}]",0,0,2020-11-08 19:49:26,Zxcxz_xyz,130,
"It’s snowing at my new home in Flagstaff, Arizona and it’s almost 75 degrees at my old place in Chicago-land. My brain cannot compute sometimes. #highelevation #northernarizona #climatechange",0.18407,neutral,"[{'text': 'highelevation', 'indices': [145, 159]}, {'text': 'northernarizona', 'indices': [160, 176]}, {'text': 'climatechange', 'indices': [177, 191]}]",2,0,2020-11-08 19:48:49,missusblackburd,100,"Flagstaff, AZ"
