"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bahrain","BHR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.932401808312827","0.77495529602477","0.651854726869857","0.757716979730729","0.751184866050264","0.709339758751138","0.705346376061406","0.745686894123988","0.747782226823259","0.691963628372692","0.671281202564249","0.480181822590568","0.515439769399425","0.503424451341623","0.489639704675333","0.492433801177225","0.440241218778329","0.545204565326655","0.558165626145403","0.512072610536537","0.503178144348188","0.476392693061924","0.41827224315927","0.463812923948143","0.459422505426149","0.524820666930348","0.49629241721821","","","","",
"Bahamas, The","BHS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.334206982450962","0.338055344814426","0.345036904307671","0.319382433322393","0.301264040624552","0.281512811168612","0.263572825507312","0.224287203290554","0.26462468246997","0.249072620992266","0.233481610220144","0.213418568450165","0.210980487433098","0.213775382181174","0.2071192042183","0.180183908928216","0.165811346636381","0.160812170060768","0.212253174977224","0.14950871304389","0.216326682346898","0.158846773186053","0.162791318347774","0.245485673468275","0.194764303570553","0.160683731837189","0.138236332405195","","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.861032228527359","0.740927847825482","0.478136467859628","0.689564295596845","0.744488380175403","0.655934902877934","0.80799388090162","0.748897839057497","0.740610772316944","0.716712077105629","0.668813737108221","0.664168773437457","0.629947283942246","0.572965710627041","0.594567016815743","0.613212928702733","0.613793323406864","0.653973447520578","0.599223317627236","0.561692608192992","0.487902186623247","0.450719833185","0.496684412746345","","","","",
"Belarus","BLR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73635200129017","1.61205958831091","1.51477920208078","1.54686387614291","1.46287383014478","1.27785079733384","1.13721400156448","1.04707912889848","0.927929343091518","0.850491234471974","0.791661991981076","0.741686193676607","0.704066105589473","0.634951119010272","0.587774785151425","0.513930294028119","0.476975685043188","0.458311801484556","0.432770729719976","0.408783139267551","0.368162887131353","0.351538272423542","0.349675718077168","0.340409530224908","0.346033697506815","","","","",
"Belize","BLZ","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.498312881548392","0.56471262579627","0.430567951192672","0.420246011079264","0.40682077630365","0.399796507741827","0.315676428997118","0.378195086623372","0.343495989543137","0.292788030464272","0.288077865612401","0.304196546735785","0.276529322994956","0.24831127731785","0.209243723014968","0.213939435284602","0.208434611372254","0.216982145625163","0.18825829889657","0.250655158842094","0.22100281648637","0.236971142558545","0.193924078463694","0.205476887379778","0.195374866077999","0.221584571769529","0.214897353013605","","","","",
"Bermuda","BMU","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.28745940709192","0.309283566798294","0.259348346884184","0.286937477729265","0.275464367848307","0.258437905346711","0.245652498833113","0.229265099587511","0.216677560794152","0.203695038428739","0.18356149586666","0.171086736276333","0.180446119912277","0.172440232685809","0.170545740676555","0.162670379466282","0.167475259237838","0.177290055237976","0.152353591509408","0.117247059141071","0.151156396020559","0.111654494076997","0.0966325479174871","0.13184818429137","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.353163085994459","0.33857535941257","0.360860693912068","0.397680913994943","0.410336999191016","0.437912119201874","0.411145887335153","0.428780491308353","0.405463238292925","0.378206676258781","0.382428174048298","0.286687360160629","0.332070682450175","0.338682818773572","0.317219455641204","0.322992888962006","0.369645118281082","0.281965973751481","0.279702724114606","0.281441182898208","0.292528277312427","0.29229294651011","0.306234948859807","0.274180244033779","0.269076868272199","0.258863896488447","0.261142945812298","","","","",
"Brazil","BRA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.209200423454839","0.209309715319269","0.206895098443572","0.201876188663122","0.196928866111094","0.197078655398259","0.208730630927905","0.209440741953639","0.214475869197029","0.215751344116346","0.207094751387797","0.205630468156728","0.193422839169316","0.181738979083267","0.175766958073658","0.169804720486369","0.158699887290343","0.152218736143354","0.151628434558475","0.142708802708676","0.14998626813489","0.147919104929412","0.156752819672241","0.160719275867822","0.167400126972059","0.167306643869962","0.157292913023438","","","","",
"Barbados","BRB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.428360028783766","0.484319794503016","0.407200020778379","0.445089239570987","0.287643740214179","0.300783637475694","0.290535232091517","0.2944994363453","0.346609712916083","0.359834043261351","0.333790720665126","0.345193969058996","0.341326524248036","0.341967098973442","0.335087715675643","0.326036007126289","0.304567358476028","0.290209202395572","0.336789956018098","0.350528616483041","0.324780325113533","0.331418026199126","0.338548259986845","0.332247250327855","0.290145624508915","0.283376501362954","0.279909058005469","","","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.428145148784091","0.344218250301455","0.315492643204151","0.292778076098017","0.26253255786311","0.251117120779136","0.24374023584709","0.252708483069247","0.261679140613596","0.185689322007863","0.212877314148827","0.193909256142193","0.178540332425631","0.178612967418999","0.188400599978302","0.182271095442009","0.164622791776692","0.277042176282291","0.300316601953464","0.261554229133778","0.262923015972654","0.293411427289526","0.274531296895877","0.230288303221825","0.27152665907691","0.272598103462453","0.324292624375073","","","","",
"Bhutan","BTN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.160411454367875","0.227022347481719","0.245487270909652","0.199266915838323","0.215639502343824","0.231266364556208","0.259427857648915","0.315812004546788","0.286591912799661","0.264140543411672","0.248516975064213","0.218209634185488","0.210126558478153","0.172865929298693","0.129500747600671","0.1505036494063","0.135262259253017","0.11128999697815","0.111955299067794","0.0959385801855471","0.106291741954085","0.144992483950598","0.150616690531288","0.162200682307743","0.166530934944831","0.154307763729325","0.163741169540745","","","","",
"Botswana","BWA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.369636863845636","0.324601974295032","0.325100751343811","0.358469967020218","0.32120983353703","0.295368986716773","0.24802393531057","0.228671343700598","0.268738512811396","0.228317865965317","0.261903860021927","0.260353073841474","0.249687473339668","0.225443149606535","0.217639258793844","0.21212111512749","0.191870238728528","0.176545495799479","0.173590492717378","0.160899833686822","0.172207494299094","0.140424980423331","0.183359596537582","0.186884829658564","0.201411574319053","0.164714542285432","0.170065408987726","","","","",
"Central African Republic","CAF","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.111027270612645","0.111991831080697","0.123282130767985","0.124095106797812","0.121521553744717","0.111031467638193","0.113578238211007","0.11100351989511","0.106405191689997","0.107201590337755","0.109028061631259","0.0937340870381344","0.0890538526184908","0.0882803234920003","0.0811038558229919","0.0779459211841095","0.0767243447689404","0.0724766284700217","0.0696627960876415","0.0636683709606722","0.0627648015256899","0.0622835616642556","0.0600035135240617","0.0870783858589521","0.0900884735338756","0.0829594941425496","0.0769121816755049","","","","",
"Canada","CAN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.779897112814558","0.755577329978958","0.756334244087623","0.727109979497387","0.698418653548769","0.681910387658006","0.675640601899944","0.658065319970426","0.640628863800496","0.611007119807856","0.59505230412351","0.56524832414724","0.536747938761937","0.542493830415819","0.5126262614592","0.480844502694298","0.462201176522978","0.440724351261427","0.419541683751911","0.407925192734341","0.387451805762582","0.366225535686892","0.352647944111852","0.334071279980697","0.333425613037476","0.344491918587484","0.324653730425096","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27190409996276","1.24013663289806","1.18264316321362","1.12853303614529","0.996244625514426","0.947370089679898","0.917281383258682","0.862482765510614","0.778656045555866","0.714006146371766","0.660083003000679","0.633274394166741","0.582610876428889","0.569300581228849","0.515393517883832","0.489065831745477","0.456637217677857","0.41065016889144","0.363994455760391","0.330818277897163","0.329448840751736","0.310696224514759","0.28422037691388","0.265814259305803","0.245282209614406","0.239025907591052","0.229798243717994","","","","",
"Switzerland","CHE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230004719621202","0.225039708963585","0.22057543730799","0.205444880326272","0.201415803441331","0.186369309481502","0.184761236161469","0.183916322607186","0.178187084999539","0.168452721016882","0.152186037019027","0.1616555305517","0.148338330907271","0.145218514168502","0.139723375018304","0.137351207558247","0.124422017158132","0.101454028313677","0.100731697159418","0.104106984594657","0.0941898036288613","0.0836429572442175","0.0818270792883427","0.0831532978689495","0.0703891424237221","0.0673616593783856","0.0626518661401776","","","","",
"Channel Islands","CHI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556319719408112","0.468663818358816","0.420968159398709","0.405785857156681","0.409473520636101","0.394843841567907","0.414996791066602","0.441572785434234","0.427810689679341","0.451834561393861","0.401264458636694","0.344715597357285","0.340367513210621","0.323589184354041","0.315974632133495","0.299689564966792","0.251560896739476","0.255804456822725","0.26059815672548","0.244821351975518","0.233152836804361","0.22603955016718","0.21637012043032","0.211077692065291","0.195471342515526","0.204186513173115","0.207537136906668","","","","",
"China","CHN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19069687949078","2.03549145034193","1.825202872105","1.67781808153622","1.54371120452421","1.47956190446759","1.37857846053687","1.24298497219215","1.09212591994215","0.998022317273093","0.923420016928994","0.854221067414889","0.850700006879488","0.895069089328249","0.912403951944873","0.895013119887395","0.853337387530529","0.746241821250545","0.752814979492832","0.683352302660782","0.708957328972191","0.703068547655669","0.663066398720656","0.633794717394633","0.601119111655946","0.570048269699357","0.528697444834619","","","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.205557860373608","0.180078692609143","0.158621145599917","0.202462180752807","0.172358308514102","0.222572989141978","0.240319418439766","0.219838949163043","0.189209546847057","0.166410071242862","0.180116732473829","0.200275518577003","0.189081481934003","0.14102608012596","0.190413033212637","0.185358078972602","0.158457920104395","0.146867782451247","0.140493003941018","0.112751984654672","0.134525694196872","0.143332360423589","0.164218049192369","0.170987238832469","0.156557722057814","0.101423101263524","0.085903411760194","","","","",
"Cameroon","CMR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0312058232550661","0.00472389874140143","0.129203559220268","0.144672895235043","0.136277966002932","0.145558655823323","0.152392390985719","0.126367621709079","0.119304737459326","0.108256088733884","0.113941786074266","0.106487381995608","0.10046017268992","0.104744592570898","0.0995821258068614","0.0884322629498602","0.086669878580432","0.121566237931785","0.109505199822182","0.128984871596242","0.124288209138812","0.10863375328391","0.0982050369326587","0.0757302514209574","0.0940988144696382","0.104364685446685","0.10176703673926","","","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.140537342183082","0.10914364068978","0.10676787156301","0.114121625302679","0.0745403341577707","0.0898528272757902","0.0979105560315433","0.0824477203015561","0.0732206482887729","0.0603185111105717","0.0431817848733765","0.0374181652074602","0.0397749149717929","0.0451887391557621","0.045885201353349","0.0527632748273288","0.0521927721010223","0.0521916784681808","0.051012525209491","0.0463087731775587","0.0493677482978823","0.0558402433449322","0.0520523993801843","0.0667684556863455","0.074527901691711","0.041112927945463","0.0266114287803717","","","","",
"Congo, Rep.","COG","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.156011312426525","0.156929995782202","0.185934569852672","0.180007659736271","0.259577277410028","0.178160990196712","0.183867843657112","0.248346318573687","0.0785409158304835","0.08397389045305","0.0974866978133445","0.0671574839394527","0.0474870984172842","0.0736388550158772","0.0717938081678345","0.0668590077158309","0.0695193291711163","0.0746530848591978","0.0748120888418167","0.0917277294621758","0.0946318989578038","0.102291084082088","0.13413127935233","0.147103233280496","0.141796791738428","0.199248979380463","0.19393219187307","","","","",
"Colombia","COL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.345576841440963","0.326476457385974","0.333262977869786","0.318735378282315","0.311274460822741","0.255676724196794","0.249789721588814","0.254599571648484","0.2544550190071","0.224279495011903","0.218466055002928","0.204259619370349","0.194032289871111","0.189108769801978","0.167670898487784","0.171662152741386","0.161243147105359","0.145920937568328","0.151146608430148","0.159639160018697","0.158742595747413","0.145178200318119","0.144801226529533","0.156703816220603","0.138684612852035","0.149286100217275","0.145535571238423","","","","",
"Comoros","COM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0954106338486784","0.103291669354159","0.0930519503897492","0.0931481309928715","0.0962812017497979","0.0958082913006618","0.100082589261191","0.0990780795213363","0.105528773510375","0.106315340179299","0.105071505038926","0.100472378862702","0.0966605851331815","0.119497932765319","0.123687845304918","0.113650852525949","0.124436562021804","0.0765033103602227","0.0747343876828831","0.0892167754558589","0.103840856534715","0.0821653440119709","0.0786653940079868","0.0900349701956387","0.0746505923231853","0.0800765720732261","0.0885176520208732","","","","",
"Cabo Verde","CPV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.265257982018929","0.262760003355554","0.248730164542191","0.231216761704363","0.19627751097955","0.179184389449966","0.186764371841908","0.169464305406005","0.160105659412249","0.165002101657491","0.166640719637917","0.17302176949623","0.189644612942931","0.200169768841327","0.189519605710339","0.229214962187508","0.221485509919465","0.20034583475824","0.170915610304936","0.191938566568685","0.198753376087253","0.206965651889608","0.172127510797139","0.168229802528289","0.164941742906535","0.157381714912074","0.16160187441122","","","","",
